1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Neg,Pos,Pos,Pos,Pos,Pos,Neg,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Neg,Neg,Pos,Pos,Neg,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos
68331000.00,0.00,0.00,0.00,0.00,49977000.00,0.00,82237000.00,0.00,144860000.00,79031000.00,0.00,58221000.00,298240000.00,0.00,0.00,45817000.00,0.00,81999000.00,56629000.00,108970000.00,101110000.00,79732000.00,71329000.00,65075000.00,134600000.00,96046000.00,0.00,88507000.00,77709000.00,0.00,0.00,122570000.00,78114000.00,0.00,75782000.00,137700000.00,62929000.00,65243000.00,91061000.00,89308000.00,0.00,0.00,115970000.00,0.00,0.00,335010000.00,56784000.00,66171000.00,58630000.00,89417000.00,0.00,0.00,0.00,0.00,129890000.00,78656000.00,96036000.00,85711000.00
265440000.00,0.00,0.00,0.00,507630000.00,271380000.00,289330000.00,221640000.00,199150000.00,118700000.00,104570000.00,186940000.00,270290000.00,488080000.00,180700000.00,164920000.00,114500000.00,146830000.00,291960000.00,265010000.00,266910000.00,204060000.00,286210000.00,241990000.00,367840000.00,391650000.00,214030000.00,243100000.00,200380000.00,287980000.00,252600000.00,137400000.00,357670000.00,146560000.00,142620000.00,344270000.00,0.00,314390000.00,282760000.00,360480000.00,238180000.00,224110000.00,0.00,171910000.00,173400000.00,229760000.00,256360000.00,271510000.00,186970000.00,272010000.00,530100000.00,0.00,253900000.00,250320000.00,0.00,232150000.00,0.00,275890000.00,274300000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36547000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62198000.00,0.00,0.00,0.00,0.00,0.00,31492000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40778000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50855000.00,0.00,0.00,31581000.00,36025000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168000000.00,0.00,0.00,0.00,65869000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30226000.00,48000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38099000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23710000.00,0.00
429020000.00,0.00,0.00,0.00,0.00,469120000.00,348940000.00,647130000.00,292610000.00,294050000.00,201840000.00,208620000.00,527440000.00,1106900000.00,355390000.00,502360000.00,926910000.00,311000000.00,497660000.00,290930000.00,492050000.00,672340000.00,466020000.00,582660000.00,274300000.00,276570000.00,395250000.00,535230000.00,768190000.00,282620000.00,377250000.00,409380000.00,378400000.00,422700000.00,477580000.00,376740000.00,1032600000.00,352770000.00,594920000.00,511670000.00,451170000.00,0.00,0.00,517360000.00,0.00,0.00,205840000.00,337710000.00,314450000.00,656130000.00,357560000.00,0.00,0.00,173230000.00,0.00,415610000.00,620520000.00,370900000.00,593120000.00
46931000.00,0.00,0.00,0.00,0.00,44829000.00,0.00,0.00,92736000.00,45442000.00,0.00,0.00,43089000.00,66989000.00,0.00,43206000.00,97309000.00,0.00,45117000.00,43411000.00,42445000.00,29254000.00,50514000.00,49642000.00,46550000.00,57484000.00,46132000.00,58520000.00,57650000.00,0.00,55087000.00,42930000.00,46712000.00,35385000.00,35350000.00,35291000.00,43652000.00,40938000.00,31033000.00,45168000.00,38575000.00,0.00,0.00,50776000.00,0.00,0.00,43213000.00,41265000.00,0.00,36894000.00,0.00,0.00,0.00,0.00,0.00,0.00,41860000.00,0.00,43663000.00
431490000.00,0.00,0.00,0.00,0.00,199630000.00,0.00,434460000.00,127210000.00,222750000.00,207880000.00,294030000.00,510070000.00,564590000.00,0.00,109330000.00,240100000.00,0.00,296520000.00,347930000.00,205260000.00,339800000.00,291780000.00,372900000.00,380620000.00,431270000.00,404210000.00,264950000.00,204590000.00,237090000.00,365990000.00,104370000.00,392980000.00,237330000.00,305950000.00,286400000.00,233290000.00,225500000.00,170830000.00,386250000.00,306870000.00,0.00,149240000.00,258760000.00,375270000.00,0.00,233410000.00,268510000.00,420650000.00,264960000.00,150990000.00,0.00,0.00,0.00,0.00,220930000.00,117400000.00,285780000.00,425910000.00
103940000.00,0.00,0.00,70237000.00,0.00,206890000.00,196790000.00,93553000.00,221770000.00,0.00,145680000.00,52544000.00,91758000.00,178630000.00,133950000.00,266570000.00,228870000.00,0.00,119710000.00,0.00,124390000.00,279320000.00,190770000.00,213840000.00,127010000.00,89980000.00,104550000.00,222610000.00,110770000.00,128920000.00,55684000.00,262130000.00,98361000.00,119780000.00,253430000.00,215980000.00,154390000.00,213560000.00,219170000.00,205980000.00,124220000.00,0.00,0.00,150770000.00,0.00,0.00,100430000.00,0.00,161550000.00,177070000.00,175820000.00,0.00,148460000.00,105000000.00,0.00,98757000.00,85680000.00,176870000.00,155730000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52567000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,136790000.00,0.00,266650000.00,135400000.00,0.00,0.00,0.00,261350000.00,228190000.00,0.00,0.00,183890000.00,0.00,554280000.00,0.00,0.00,139680000.00,169330000.00,114810000.00,0.00,525860000.00,0.00,0.00,137590000.00,218210000.00,0.00,144340000.00,0.00,0.00,191970000.00,211950000.00,0.00,150930000.00,0.00,206290000.00,181280000.00,0.00,0.00,169050000.00,0.00,0.00,0.00,0.00,0.00,216340000.00,294380000.00,0.00,0.00,0.00,0.00,122980000.00,0.00,0.00,194470000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71435000.00,0.00,0.00,0.00,0.00,0.00
291230000.00,0.00,0.00,0.00,0.00,349940000.00,276260000.00,395420000.00,286470000.00,205020000.00,129720000.00,124730000.00,369040000.00,250130000.00,149680000.00,185390000.00,287710000.00,187840000.00,368420000.00,0.00,219010000.00,260270000.00,334290000.00,213700000.00,277640000.00,189800000.00,276970000.00,247500000.00,345750000.00,230150000.00,253310000.00,319680000.00,272330000.00,311810000.00,309780000.00,330290000.00,305550000.00,444600000.00,378930000.00,306300000.00,282490000.00,81085000.00,93075000.00,404730000.00,0.00,0.00,99527000.00,109190000.00,142440000.00,161730000.00,706060000.00,0.00,0.00,0.00,0.00,199780000.00,323390000.00,304670000.00,283090000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,184860000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1108700000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5208500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44157000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,216820000.00,713020000.00,311990000.00,471590000.00,0.00,245300000.00,257940000.00,192380000.00,134870000.00,0.00,401560000.00,360410000.00,205620000.00,316790000.00,455200000.00,156830000.00,384140000.00,0.00,250510000.00,353760000.00,469060000.00,329140000.00,645090000.00,260300000.00,150380000.00,280460000.00,297400000.00,223130000.00,0.00,425540000.00,245730000.00,290200000.00,702860000.00,446240000.00,275870000.00,549820000.00,268220000.00,386730000.00,255920000.00,236560000.00,0.00,307410000.00,0.00,0.00,0.00,322700000.00,356470000.00,311050000.00,260810000.00,0.00,0.00,0.00,0.00,207540000.00,187880000.00,294870000.00,270470000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31198000.00,0.00,0.00,21620000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
961650000.00,546650000.00,752590000.00,0.00,293920000.00,841450000.00,586490000.00,980860000.00,578190000.00,970180000.00,565420000.00,638660000.00,731130000.00,1175400000.00,531190000.00,738520000.00,973200000.00,604640000.00,1009500000.00,678620000.00,959160000.00,759180000.00,983600000.00,832000000.00,934150000.00,676670000.00,1110500000.00,846980000.00,729830000.00,795160000.00,947400000.00,762810000.00,1069200000.00,1039500000.00,705770000.00,644030000.00,1320600000.00,775200000.00,1081500000.00,852880000.00,878150000.00,766230000.00,697000000.00,850590000.00,987710000.00,585170000.00,783970000.00,698910000.00,1098900000.00,629590000.00,1082700000.00,0.00,409670000.00,376510000.00,770790000.00,988490000.00,886220000.00,1222100000.00,941590000.00
496030000.00,138590000.00,0.00,292640000.00,205460000.00,539490000.00,349360000.00,505460000.00,284300000.00,567520000.00,187990000.00,0.00,416410000.00,795230000.00,237880000.00,431370000.00,511840000.00,131640000.00,605200000.00,0.00,507140000.00,568990000.00,511250000.00,574150000.00,539020000.00,704470000.00,821320000.00,556920000.00,471790000.00,511240000.00,673400000.00,409820000.00,549620000.00,430680000.00,483940000.00,356840000.00,728110000.00,496170000.00,686390000.00,516710000.00,669440000.00,0.00,0.00,623820000.00,250090000.00,180880000.00,551160000.00,0.00,680770000.00,446060000.00,683790000.00,0.00,0.00,0.00,0.00,552540000.00,479660000.00,706850000.00,400890000.00
160150000.00,0.00,570770000.00,0.00,282800000.00,246060000.00,0.00,240090000.00,152720000.00,167890000.00,186090000.00,0.00,159010000.00,153060000.00,155600000.00,191210000.00,397720000.00,0.00,199800000.00,314000000.00,302020000.00,246850000.00,169740000.00,257120000.00,201830000.00,379790000.00,210260000.00,239800000.00,269200000.00,202730000.00,250500000.00,256750000.00,275130000.00,281570000.00,166810000.00,136150000.00,227850000.00,166750000.00,221820000.00,209490000.00,249990000.00,189710000.00,0.00,204970000.00,310830000.00,0.00,170330000.00,164180000.00,256950000.00,248150000.00,293080000.00,0.00,0.00,0.00,0.00,210360000.00,199660000.00,164900000.00,160970000.00
739960000.00,0.00,0.00,0.00,0.00,469070000.00,239680000.00,788100000.00,488760000.00,802510000.00,387790000.00,455670000.00,276990000.00,1361400000.00,565920000.00,657100000.00,825980000.00,617530000.00,815330000.00,355000000.00,655560000.00,670230000.00,1095700000.00,363290000.00,922370000.00,0.00,737450000.00,1014500000.00,730830000.00,922450000.00,1341400000.00,686550000.00,876510000.00,735590000.00,639390000.00,851980000.00,1279800000.00,835970000.00,955090000.00,1265900000.00,716910000.00,677460000.00,477050000.00,642090000.00,324350000.00,465330000.00,0.00,524210000.00,1275700000.00,1013400000.00,566030000.00,0.00,0.00,0.00,0.00,797950000.00,647960000.00,1329300000.00,777990000.00
1835100000.00,394680000.00,280760000.00,0.00,0.00,1799600000.00,849820000.00,1785700000.00,2411800000.00,848070000.00,1140800000.00,366370000.00,2307500000.00,689830000.00,1497400000.00,3914000000.00,1199000000.00,1479200000.00,1703700000.00,421960000.00,6299500000.00,1708800000.00,1406900000.00,1817100000.00,1957600000.00,1383600000.00,4979500000.00,1678600000.00,1510800000.00,973260000.00,2256500000.00,1201400000.00,1164700000.00,1327000000.00,2485900000.00,941330000.00,2380300000.00,1700300000.00,1957300000.00,1350300000.00,1495300000.00,703060000.00,1136700000.00,924010000.00,0.00,1341700000.00,899750000.00,350710000.00,1611500000.00,1901700000.00,2827300000.00,0.00,603150000.00,913250000.00,901320000.00,851800000.00,885350000.00,1182400000.00,2454100000.00
380780000.00,0.00,0.00,0.00,0.00,233110000.00,0.00,817810000.00,166510000.00,371570000.00,0.00,0.00,339280000.00,209760000.00,52666000.00,150240000.00,353620000.00,0.00,81655000.00,0.00,314600000.00,880730000.00,340380000.00,884860000.00,129770000.00,187090000.00,0.00,252930000.00,199640000.00,239950000.00,570950000.00,319230000.00,224100000.00,221880000.00,577830000.00,192830000.00,285190000.00,190260000.00,709010000.00,227530000.00,195830000.00,0.00,0.00,296110000.00,0.00,0.00,0.00,0.00,211370000.00,177380000.00,413210000.00,0.00,0.00,0.00,0.00,138580000.00,227200000.00,194270000.00,337050000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37376000.00
293660000.00,0.00,0.00,0.00,0.00,168140000.00,141890000.00,282540000.00,200450000.00,393030000.00,170860000.00,158010000.00,208410000.00,465000000.00,259200000.00,325960000.00,566130000.00,159670000.00,535090000.00,167230000.00,324480000.00,626210000.00,182070000.00,267600000.00,289030000.00,339620000.00,264680000.00,333250000.00,322590000.00,331020000.00,0.00,387020000.00,331080000.00,312500000.00,927220000.00,400790000.00,786300000.00,0.00,205730000.00,239640000.00,482120000.00,0.00,137410000.00,405650000.00,317040000.00,155500000.00,230400000.00,0.00,201530000.00,563520000.00,340570000.00,0.00,320420000.00,0.00,0.00,361130000.00,370060000.00,384810000.00,389240000.00
161160000.00,0.00,0.00,0.00,0.00,160650000.00,112010000.00,129840000.00,150860000.00,0.00,0.00,126830000.00,137760000.00,58618000.00,70185000.00,183100000.00,203170000.00,0.00,129960000.00,139840000.00,102900000.00,123820000.00,65143000.00,153670000.00,200310000.00,137510000.00,305510000.00,147840000.00,182000000.00,122240000.00,119250000.00,72141000.00,141460000.00,144400000.00,142300000.00,211940000.00,168750000.00,176510000.00,152370000.00,230860000.00,182370000.00,0.00,140760000.00,221710000.00,0.00,0.00,0.00,84956000.00,141980000.00,234570000.00,202520000.00,0.00,0.00,0.00,0.00,116540000.00,219170000.00,190720000.00,101210000.00
5961600000.00,2076600000.00,5128900000.00,0.00,2790100000.00,4315500000.00,3215000000.00,5087300000.00,3422200000.00,3649500000.00,4348900000.00,4108900000.00,2602500000.00,7381600000.00,3445500000.00,3289100000.00,5564000000.00,2678400000.00,4972100000.00,3555000000.00,5170000000.00,4749200000.00,3611700000.00,4604400000.00,7447800000.00,7793200000.00,8048300000.00,6140600000.00,6322700000.00,4814200000.00,5798200000.00,3660600000.00,5624600000.00,3533900000.00,4332700000.00,4983700000.00,5168900000.00,5424300000.00,5854900000.00,7810800000.00,4369600000.00,2666600000.00,2998300000.00,4118100000.00,3672100000.00,2805600000.00,5424000000.00,3649900000.00,5379300000.00,4631300000.00,4693900000.00,2292700000.00,3100300000.00,3081000000.00,2389600000.00,3554300000.00,3054700000.00,4865700000.00,4540800000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2622800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
775260000.00,172140000.00,0.00,294420000.00,319100000.00,725170000.00,470270000.00,732910000.00,361570000.00,565490000.00,389900000.00,399940000.00,517940000.00,1067700000.00,0.00,945250000.00,1005900000.00,367880000.00,707960000.00,364730000.00,423670000.00,704120000.00,892190000.00,716380000.00,621330000.00,670860000.00,715970000.00,500730000.00,706210000.00,691830000.00,578410000.00,1055900000.00,763260000.00,624640000.00,599030000.00,494050000.00,453600000.00,658440000.00,760730000.00,715370000.00,513040000.00,0.00,204200000.00,577580000.00,618630000.00,267050000.00,411290000.00,342690000.00,605870000.00,411170000.00,730230000.00,0.00,0.00,259050000.00,0.00,625970000.00,489590000.00,681480000.00,599540000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72309000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,119870000.00,0.00,950870000.00,0.00,109490000.00,0.00,119230000.00,69724000.00,131030000.00,116850000.00,89846000.00,114450000.00,235780000.00,159910000.00,170690000.00,271870000.00,70307000.00,283000000.00,153490000.00,107760000.00,254310000.00,518550000.00,238580000.00,262900000.00,161960000.00,217710000.00,215270000.00,263830000.00,70297000.00,146490000.00,324630000.00,105620000.00,294810000.00,365680000.00,263170000.00,170920000.00,318810000.00,102230000.00,185400000.00,129420000.00,154860000.00,264820000.00,122480000.00,322490000.00,0.00,0.00,147060000.00,309340000.00,248830000.00,253490000.00,0.00,135850000.00,0.00,296330000.00,132720000.00,123740000.00,137090000.00,176980000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70681000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,131330000.00,855290000.00,283360000.00,113760000.00,184860000.00,211130000.00,0.00,62886000.00,264810000.00,471770000.00,292580000.00,91617000.00,1138300000.00,101910000.00,238120000.00,708880000.00,0.00,43673000.00,221530000.00,133150000.00,78398000.00,0.00,0.00,142140000.00,122890000.00,97612000.00,0.00,0.00,0.00,0.00,0.00,0.00,277710000.00,158020000.00,76406000.00,0.00,0.00,2125000000.00,0.00,188330000.00,0.00,0.00,433930000.00,0.00,343110000.00,69719000.00,325410000.00,0.00,92655000.00,393960000.00,0.00,0.00,63087000.00,68955000.00
33143000.00,0.00,0.00,0.00,0.00,50523000.00,172600000.00,131870000.00,97694000.00,143930000.00,205000000.00,0.00,122630000.00,0.00,15828000.00,90262000.00,32832000.00,58485000.00,50617000.00,83522000.00,75869000.00,17446000.00,37279000.00,42822000.00,76936000.00,52596000.00,156840000.00,25667000.00,24295000.00,29335000.00,46127000.00,33180000.00,80688000.00,83993000.00,25217000.00,59217000.00,106310000.00,245240000.00,143030000.00,92225000.00,137680000.00,71263000.00,74322000.00,106340000.00,0.00,66899000.00,628970000.00,77940000.00,104990000.00,17875000.00,95810000.00,0.00,46354000.00,52372000.00,0.00,121210000.00,115560000.00,146170000.00,83920000.00
85568000.00,0.00,0.00,0.00,0.00,89870000.00,113430000.00,122240000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101260000.00,122840000.00,0.00,0.00,0.00,95208000.00,0.00,89292000.00,83101000.00,98151000.00,0.00,199500000.00,0.00,0.00,0.00,0.00,106270000.00,117420000.00,0.00,102460000.00,93924000.00,0.00,82426000.00,115180000.00,86625000.00,232180000.00,126620000.00,0.00,0.00,0.00,0.00,0.00,0.00,90090000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137740000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87037000.00,0.00,0.00,0.00
124040000.00,0.00,0.00,0.00,0.00,111490000.00,106610000.00,80077000.00,111430000.00,168710000.00,85496000.00,0.00,145260000.00,67511000.00,104110000.00,184320000.00,80690000.00,107650000.00,139160000.00,0.00,112530000.00,117590000.00,118740000.00,136930000.00,151230000.00,207320000.00,212280000.00,109260000.00,107930000.00,212790000.00,118910000.00,136580000.00,130840000.00,127830000.00,79732000.00,96937000.00,150470000.00,153980000.00,101060000.00,84812000.00,111180000.00,0.00,95212000.00,132230000.00,0.00,0.00,119760000.00,112360000.00,109020000.00,92333000.00,156500000.00,0.00,108610000.00,0.00,0.00,146900000.00,102260000.00,170460000.00,148650000.00
1009800000.00,264590000.00,384090000.00,1410400000.00,479940000.00,3410100000.00,854290000.00,2169200000.00,942420000.00,1602500000.00,816800000.00,505320000.00,1372500000.00,2048300000.00,933280000.00,2096800000.00,2751900000.00,757930000.00,1565900000.00,941960000.00,1436400000.00,1139000000.00,1209700000.00,2959200000.00,1309800000.00,1050300000.00,4465200000.00,1969200000.00,1426800000.00,1264800000.00,1463900000.00,2382800000.00,2018100000.00,1095600000.00,2656700000.00,1497300000.00,1430200000.00,1290000000.00,1800900000.00,1446900000.00,1277300000.00,827490000.00,1319200000.00,2151700000.00,1306000000.00,336220000.00,1286700000.00,815050000.00,1308100000.00,1545200000.00,2526200000.00,84776000.00,430500000.00,334480000.00,287760000.00,1574000000.00,1401100000.00,1285900000.00,1780600000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63373000.00,17174000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12386000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80658000.00,0.00,0.00,0.00,0.00,113700000.00,0.00,72456000.00,109060000.00,79547000.00,0.00,0.00,147490000.00,98850000.00,0.00,87435000.00,163290000.00,0.00,0.00,0.00,83043000.00,123470000.00,123290000.00,155330000.00,111380000.00,0.00,0.00,143600000.00,119540000.00,69742000.00,0.00,58072000.00,0.00,0.00,108080000.00,0.00,0.00,106140000.00,121380000.00,73008000.00,0.00,0.00,0.00,78500000.00,0.00,0.00,0.00,0.00,118530000.00,118800000.00,90436000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145280000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75414000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,616100000.00,0.00,0.00,0.00,0.00,0.00,0.00,144030000.00,0.00,0.00,245160000.00,328050000.00,188350000.00,418560000.00,0.00,1568800000.00,220290000.00,744950000.00,0.00,0.00,265620000.00,0.00,0.00,0.00,0.00,1062900000.00,0.00,0.00,0.00,0.00,0.00,0.00,437600000.00,182910000.00,0.00,75931000.00
587500000.00,53584000.00,56434000.00,820350000.00,252470000.00,621050000.00,558000000.00,1502600000.00,992790000.00,1598500000.00,617920000.00,401770000.00,677040000.00,1090000000.00,644980000.00,697930000.00,2323400000.00,485220000.00,935060000.00,922280000.00,1786100000.00,2582500000.00,1722500000.00,1432000000.00,1378100000.00,1201300000.00,1484200000.00,933060000.00,1199600000.00,1307000000.00,1124500000.00,1493900000.00,996060000.00,941590000.00,1631000000.00,1298200000.00,1177300000.00,1098600000.00,1472300000.00,875090000.00,1037800000.00,721790000.00,961590000.00,845620000.00,565110000.00,673430000.00,778970000.00,872540000.00,2330100000.00,1765800000.00,1584600000.00,159920000.00,655990000.00,275290000.00,392920000.00,1079200000.00,813870000.00,1484400000.00,709370000.00
291280000.00,0.00,0.00,584170000.00,0.00,400800000.00,0.00,470680000.00,441510000.00,332180000.00,178800000.00,377100000.00,713990000.00,570020000.00,178880000.00,394560000.00,424280000.00,548700000.00,472110000.00,281710000.00,347900000.00,576240000.00,294410000.00,635450000.00,354760000.00,0.00,466140000.00,439840000.00,284950000.00,298830000.00,331850000.00,287980000.00,317260000.00,379190000.00,759420000.00,445560000.00,562500000.00,642750000.00,568530000.00,433240000.00,512770000.00,0.00,357530000.00,543030000.00,380520000.00,248240000.00,269940000.00,233680000.00,383870000.00,582420000.00,486570000.00,0.00,0.00,0.00,283670000.00,451960000.00,486170000.00,500900000.00,532910000.00
