1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Neg,Pos,Pos,Pos,Pos,Pos,Neg,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Neg,Neg,Pos,Pos,Neg,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos,Pos
0.00,0.00,0.00,7081700000.00,70591000.00,0.00,0.00,0.00,0.00,0.00,0.00,41823000.00,0.00,86985000.00,0.00,0.00,0.00,0.00,0.00,225810000.00,0.00,0.00,0.00,0.00,0.00,831370000.00,304900000.00,117060000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86717000.00,0.00,0.00,0.00,0.00,54307000.00,0.00,194030000.00,411810000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32249000.00,0.00,0.00,0.00,0.00,29880000.00,0.00,0.00,0.00,0.00,0.00,0.00,37756000.00,31168000.00,28824000.00,0.00,33505000.00,0.00,0.00,0.00,0.00,22817000.00,38514000.00,28465000.00,29799000.00,0.00,0.00,0.00,0.00,31290000.00,0.00,0.00,0.00,28852000.00,0.00,0.00,35336000.00,38877000.00,0.00,31100000.00,28285000.00,0.00,0.00,23075000.00,0.00,0.00,0.00,0.00,25655000.00,0.00,56462000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32430000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48821000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1321800000.00,0.00,0.00,0.00,21352000000.00,1510400000.00,1775800000.00,2065600000.00,2013700000.00,1975500000.00,1965700000.00,6486800000.00,2417200000.00,2128400000.00,3931800000.00,1343700000.00,1236800000.00,0.00,3086500000.00,7509600000.00,1922800000.00,1831300000.00,2727800000.00,1924500000.00,2199700000.00,3380500000.00,2200400000.00,2365200000.00,2090000000.00,2316300000.00,4185900000.00,2506100000.00,2049800000.00,1395700000.00,3035700000.00,2624100000.00,2649800000.00,1980100000.00,2962900000.00,2254200000.00,2591400000.00,6224200000.00,5611500000.00,3040000000.00,6426600000.00,7532300000.00,2677500000.00,8043900000.00,2435800000.00,3958200000.00,1806500000.00,0.00,0.00,0.00,0.00,4331500000.00,2959100000.00,3281800000.00,2112000000.00
42914000.00,0.00,0.00,355990000.00,0.00,0.00,0.00,0.00,47178000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78658000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54086000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40732000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2951200000.00,0.00,0.00,0.00,601170000.00,0.00,0.00,1378300000.00,386210000.00,0.00,0.00,1948900000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1112100000.00,2189700000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105670000.00,0.00,0.00,623130000.00,0.00,439780000.00,0.00,157650000.00,0.00,160890000.00,111530000.00,0.00,164910000.00,159970000.00,0.00,139300000.00,140510000.00,130600000.00,105410000.00,0.00,165450000.00,212080000.00,262540000.00,111120000.00,312330000.00,61074000.00,120010000.00,77073000.00,114050000.00,100830000.00,0.00,118260000.00,87071000.00,213210000.00,79526000.00,120550000.00,111640000.00,96670000.00,219240000.00,178620000.00,132410000.00,0.00,115420000.00,93445000.00,0.00,0.00,0.00,0.00,127740000.00,156830000.00,203320000.00,0.00,0.00,0.00,0.00,190400000.00,0.00,218320000.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88332000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24950000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36098000.00,0.00,28411000.00,0.00,0.00,0.00,0.00,0.00,12400000.00,0.00,9643600.00,0.00,10390000.00,10898000.00,0.00,0.00,0.00,0.00,0.00,14137000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9906400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13344000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1573300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185380000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112030000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,158050000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,222190000.00,0.00,0.00,0.00,0.00,376420000.00,0.00,0.00,0.00,0.00,0.00,454820000.00,0.00,0.00,0.00,189870000.00,0.00,249010000.00,0.00,0.00,0.00,237300000.00,0.00,0.00,505440000.00,219810000.00,251360000.00,436490000.00,0.00,518070000.00,566270000.00,0.00,0.00,122710000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,527810000.00
93529000.00,0.00,0.00,0.00,0.00,203810000.00,103810000.00,292400000.00,151120000.00,118490000.00,112650000.00,0.00,244080000.00,491050000.00,87347000.00,0.00,435850000.00,0.00,59562000.00,0.00,226190000.00,230790000.00,147060000.00,135510000.00,48725000.00,218850000.00,106300000.00,221610000.00,263810000.00,97093000.00,144130000.00,43639000.00,222730000.00,90040000.00,130300000.00,106960000.00,144560000.00,118800000.00,167620000.00,157690000.00,128120000.00,0.00,185470000.00,307410000.00,0.00,0.00,144370000.00,158150000.00,244370000.00,215290000.00,151470000.00,0.00,119140000.00,0.00,0.00,145120000.00,128490000.00,123670000.00,148390000.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28824000.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,38722000.00,0.00,84780000.00,92007000.00,0.00,0.00,291710000.00,0.00,0.00,32992000.00,0.00,0.00,0.00,72156000.00,40475000.00,0.00,0.00,0.00,119110000.00,90728000.00,0.00,50569000.00,0.00,0.00,0.00,42803000.00,0.00,0.00,0.00,0.00,0.00,0.00,39140000.00,47916000.00,0.00,0.00,0.00,0.00,0.00,430930000.00,0.00,0.00,80444000.00,50365000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65526000.00,73885000.00,0.00,0.00,0.00,0.00,0.00,0.00,80967000.00,0.00,0.00,0.00,0.00,66530000.00,0.00,0.00,0.00,59278000.00,64387000.00,57960000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90001000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14847000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57897000.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87710000.00,0.00
4860800000.00,21262000000.00,12681000000.00,15591000000.00,0.00,0.00,0.00,4796600000.00,3438700000.00,14428000000.00,36440000000.00,34351000000.00,1504900000.00,1695800000.00,2665300000.00,1220900000.00,1346100000.00,1957900000.00,0.00,16946000000.00,10442000000.00,0.00,459840000.00,2775400000.00,1562100000.00,4348200000.00,0.00,0.00,0.00,0.00,19654000000.00,0.00,0.00,0.00,0.00,3322500000.00,4243300000.00,3888500000.00,1885800000.00,1788300000.00,2196400000.00,0.00,0.00,7221800000.00,10718000000.00,30207000000.00,21700000000.00,14182000000.00,0.00,3039300000.00,0.00,0.00,15981000000.00,0.00,0.00,0.00,2967300000.00,3652800000.00,0.00
1448500000.00,4782200000.00,2598200000.00,0.00,17556000000.00,1022300000.00,0.00,1352800000.00,1199600000.00,2164700000.00,5030000000.00,17218000000.00,385580000.00,912100000.00,966360000.00,1676000000.00,0.00,0.00,472850000.00,3055200000.00,518240000.00,364390000.00,690800000.00,0.00,217550000.00,0.00,2540600000.00,1896100000.00,0.00,2226400000.00,1167800000.00,1061200000.00,6310000000.00,1125800000.00,0.00,1119400000.00,515440000.00,485990000.00,0.00,532010000.00,0.00,2621100000.00,8367700000.00,1282400000.00,8250900000.00,6115300000.00,8444900000.00,5158400000.00,1713700000.00,2127700000.00,2574300000.00,7951800000.00,3242900000.00,10345000000.00,6232200000.00,0.00,1528200000.00,0.00,0.00
0.00,0.00,0.00,134710000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70711000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98809000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130540000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1791300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2427900000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,544460000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,262960000.00,0.00,0.00,0.00,0.00,790110000.00,297850000.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1007800000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
